2021-07-13 20:00:00 | /errorHandler.js(32) | K4nXdS2BCl0xfMwZN0hgNiH5Xdwfyzdv | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:21:02 | /errorHandler.js(32) | bMguoNodGegfGKDVzFFBQhge99Ly33Ki | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:21:20 | /errorHandler.js(32) | TOXdNaMJVQWj4tEw84AOyFPCuIiyxUVd | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:21:21 | /errorHandler.js(32) | TOXdNaMJVQWj4tEw84AOyFPCuIiyxUVd | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getMonthAvailability | POST | Request : {"month":6,"year":2021,"clinicId":"609be7f8f132c1001fb007c4"}
2021-07-13 23:21:22 | /errorHandler.js(32) | uK2G1wIqpxlbMFkYTPDbza7SZhu7f1TV | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:21:33 | /errorHandler.js(32) | MTfLllmIVYqiTOMiKt6TxBH9speNmPhW | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/addPatient | POST | Request : {"date":"2021-07-15","firstName":"Gurbhej Singh","lastName":"Sidhu","ohip":"000000000000","mobileNumber":"4377711313","clinicId":"609be7f8f132c1001fb007c4","slot":{"timeSlotStart":"5:00 PM","timeSlotEnd":"5:30 PM"},"screeningResult":"low","dob":"1992-09-14","gender":"Male","email":"yourgurbhej@gmail.com","assessbydoctor":"Pending","callback":"Pending","checkout":"Pending","results":"Pending","address":"24 snowshoe lane","postalcode":"L6R0J1","reasonCode":"Dose 1","referenceOutbreakNumber":"000000000000","notes":"","token":"","age":28,"location":"Embassy Grand Vaccination","status":1,"createdAt":"2021-07-13 23:21:33","updatedAt":"2021-07-13 23:21:33","bookedDateTime":1626368400000,"bookingDate":"2021-07-13","activityLogs":[{"id":"60ee583d9dc77e001f5dfa32","createdAt":1626232893224,"date":"2021/07/13, 23:21 PM","name":"Gurbhej Singh Sidhu","log":"Created the appointment"}],"_id":"60ee583d9dc77e001f5dfa33","clinicEmailId":"clinic@gmail.com","clinicPhoneNumber":"9053667374","clinicAddress":"8800 The Gore Road","clinicCity":"Brampton","bookingId":"60ee583d9dc77e001f5dfa33","appoinmentModifyLink":"https://booking.mdnius.com/embassygrandvaccination/schedule/60ee583d9dc77e001f5dfa33","smsMessage":"Please note, you have read and CONFIRMED the ELIGIBILITY CRITERIA at the time of booking for your vaccination.  After review the clinic may refuse your vaccination if you do not meet that criteria.\n\nPlease read below on information about your appointment and instructions on how to RESCHEDULE or CANCEL too allows others to book. \n\nPlease make sure to arrive 5 minutes prior to your scheduled appointment. Bring your OHIP card (Ontario Health Insurance Plan), if you have one. Keep our community safe by wearing a face mask and practice social distancing.\n\nFeeling unwell or have any concerns about your HEALTH?\nBook a FREE virtual appointment with a FAMILY DOCTOR, available in a language of your choice.\nCall 416-463-6487.\n\nOr\n\nDownload the free MDnius app . Please see the link below:\nAndroid: https://goo.gl/0SARXp\niPhone: https://goo.gl/jr0hNh","messageType":"CONFIRMATION_MESSAGE","iphone":"","android":"","smsHeader":"","emailMessage":"Please make sure to arrive 5 minutes prior to your scheduled appointment. We have very large volumes, please expect some minor delays.  Bring your OHIP card (Ontario Health Insurance Plan), if you have one. Keep our community safe by wearing a face mask and practice social distancing.\n\nFeeling unwell or have any concerns about your HEALTH?\nBook a FREE virtual appointment with a FAMILY DOCTOR, available in a language of your choice.\nCall 416-463-6487.\n\nOr\n\nDownload the free MDnius app . Please see the link below:\nAndroid: https://goo.gl/0SARXp\niPhone: https://goo.gl/jr0hNh","emailHeader":""}
2021-07-13 23:21:40 | /errorHandler.js(32) | Rm1CInyzYAq0i11Hc3pgiL7vXKac3OkH | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:21:42 | /errorHandler.js(32) | z3DA4rw9Y1AfZB9n3AFT1pAqBYFhmUyb | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:22:00 | /errorHandler.js(32) | fJQTnzMb0IDlKLHJnd6XB2nackPayKNe | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:22:02 | /errorHandler.js(32) | 07t3KULKPMqicQjV40Zg7uKNyUtVO8q8 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:22:12 | /errorHandler.js(32) | Evck1WIfdJL6EDgOXq3sLCSYQMvamXzR | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getMonthAvailability | POST | Request : {"month":6,"year":2021,"clinicId":"609be7f8f132c1001fb007c4"}
2021-07-13 23:22:12 | /errorHandler.js(32) | VVvU9dkS7JyISJGdprxJd5ITnXApZJ7e | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getPatientById?id=60d61fb1de1390001ff5c8bb | GET | Request : {}
2021-07-13 23:22:20 | /errorHandler.js(32) | iXekfVrXJ6L1hE2JmixphPQFqNy6Nr5Y | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:22:22 | /errorHandler.js(32) | I9Q99XOSCeEIcQ5syTVP956oxXLrdddH | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:22:40 | /errorHandler.js(32) | etAwHNRwj4EvE0jneRTMn5VWa33et2mJ | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:22:42 | /errorHandler.js(32) | Rrjd9WNvOK8597o7wnu9XJ71rCrb2hKe | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:22:44 | /errorHandler.js(32) | rLgnhLmRcBOgo6kXb5RihVfaHwjMVNeJ | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-18","clinicId":"609be7f8f132c1001fb007c4"}
2021-07-13 23:23:00 | /errorHandler.js(32) | ZByUGiRckBl6VksWsJa6sSZuOINxGUrd | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:23:02 | /errorHandler.js(32) | 6XB7TIfI8htUGFyNWGy0uNrLP39lbZUP | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:23:20 | /errorHandler.js(32) | gsn9zRsysjg3xBc90TaILnJdNzUAUZ5V | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:23:22 | /errorHandler.js(32) | 7PTZoFwHxZJMo1cz66jJpYx3UoFQazPV | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:23:40 | /errorHandler.js(32) | 1WDzkbxXBbvCelyjeVUqBLeFLLxaqpPf | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:23:42 | /errorHandler.js(32) | DAZgq0GgMCtoqdeVQNVvmipI5t8gSki6 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:23:44 | /errorHandler.js(32) | izmHjgpU8Syc5vdCyI7sY4paBYwKVygT | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/addPatient | POST | Request : {"date":"2021-07-16","firstName":"Michelle","lastName":"Beekharry","ohip":"2634005876ww","mobileNumber":"6472123634","clinicId":"609be7f8f132c1001fb007c4","slot":{"timeSlotStart":"4:00 PM","timeSlotEnd":"4:30 PM"},"screeningResult":"low","dob":"1978-06-06","gender":"Female","email":"michelle_beekharry@yahoo.ca","assessbydoctor":"Pending","callback":"Pending","checkout":"Pending","results":"Pending","address":"4 Alfonso Crescent","postalcode":"L6P1S4","reasonCode":"Dose 1","referenceOutbreakNumber":"000000000000","notes":"","token":"","age":43,"location":"Embassy Grand Vaccination","status":1,"createdAt":"2021-07-13 23:23:44","updatedAt":"2021-07-13 23:23:44","bookedDateTime":1626451200000,"bookingDate":"2021-07-13","activityLogs":[{"id":"60ee58c09dc77e001f5dfa37","createdAt":1626233024743,"date":"2021/07/13, 23:23 PM","name":"Michelle Beekharry","log":"Created the appointment"}],"_id":"60ee58c09dc77e001f5dfa38","clinicEmailId":"clinic@gmail.com","clinicPhoneNumber":"9053667374","clinicAddress":"8800 The Gore Road","clinicCity":"Brampton","bookingId":"60ee58c09dc77e001f5dfa38","appoinmentModifyLink":"https://booking.mdnius.com/embassygrandvaccination/schedule/60ee58c09dc77e001f5dfa38","smsMessage":"Please note, you have read and CONFIRMED the ELIGIBILITY CRITERIA at the time of booking for your vaccination.  After review the clinic may refuse your vaccination if you do not meet that criteria.\n\nPlease read below on information about your appointment and instructions on how to RESCHEDULE or CANCEL too allows others to book. \n\nPlease make sure to arrive 5 minutes prior to your scheduled appointment. Bring your OHIP card (Ontario Health Insurance Plan), if you have one. Keep our community safe by wearing a face mask and practice social distancing.\n\nFeeling unwell or have any concerns about your HEALTH?\nBook a FREE virtual appointment with a FAMILY DOCTOR, available in a language of your choice.\nCall 416-463-6487.\n\nOr\n\nDownload the free MDnius app . Please see the link below:\nAndroid: https://goo.gl/0SARXp\niPhone: https://goo.gl/jr0hNh","messageType":"CONFIRMATION_MESSAGE","iphone":"","android":"","smsHeader":"","emailMessage":"Please make sure to arrive 5 minutes prior to your scheduled appointment. We have very large volumes, please expect some minor delays.  Bring your OHIP card (Ontario Health Insurance Plan), if you have one. Keep our community safe by wearing a face mask and practice social distancing.\n\nFeeling unwell or have any concerns about your HEALTH?\nBook a FREE virtual appointment with a FAMILY DOCTOR, available in a language of your choice.\nCall 416-463-6487.\n\nOr\n\nDownload the free MDnius app . Please see the link below:\nAndroid: https://goo.gl/0SARXp\niPhone: https://goo.gl/jr0hNh","emailHeader":""}
2021-07-13 23:24:00 | /errorHandler.js(32) | YqtxMBEUsoAayjYciXUp2gLPIPvy6lOL | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:24:02 | /errorHandler.js(32) | KVAFH5DcG0beW64BbFEyVncsYS0p0kn8 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getMonthAvailability | POST | Request : {"month":6,"year":2021,"clinicId":"609be7f8f132c1001fb007c4"}
2021-07-13 23:24:02 | /errorHandler.js(32) | q2P2NBKR9Tb1s6Sz42ruvuGmKLuiEzNR | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:24:20 | /errorHandler.js(32) | d2kmFuVR8hn3nY7TCRwTKQlECx60k20O | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:24:22 | /errorHandler.js(32) | CxndBv1yyIvOkpWsRK7dPWxiVgnmqECo | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:24:40 | /errorHandler.js(32) | mIMyl7jjZUepZG20WQlyjuV89tZCN5rt | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:24:42 | /errorHandler.js(32) | lKkzHnjtRW1xQQIgtwF9lPEukheP0CAq | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:25:00 | /errorHandler.js(32) | Q4ERuE0AxCeXFSXzmkrsoA0nd9axvpNQ | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:25:02 | /errorHandler.js(32) | KunHn6D5yrEhZ0jT1vfKvzQUSSGoA6Ia | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:25:20 | /errorHandler.js(32) | vaoElm8XAZWujOFzWOhtdSM9kw9BcWFz | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:25:22 | /errorHandler.js(32) | IW1HJYkei4QA2dzXUn5tKc0swlFjbInY | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:25:40 | /errorHandler.js(32) | ppVTYiz4zb6WWKh0EZOFT5z7btKJY2UX | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:25:42 | /errorHandler.js(32) | RHQLhzywoQcXCW3yyKwFChnBb4aUfS0g | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:26:00 | /errorHandler.js(32) | 0SGrxmT5McZKhLq5aU6QJ56QeTRwqCBQ | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:26:02 | /errorHandler.js(32) | 3eHT2jz5dF94tWxeXgGy5qwDoy7jJR5C | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:26:09 | /errorHandler.js(32) | LRWVu1Y4mX3N4W4HrvQlaE4MTXKueGxD | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getMonthAvailability | POST | Request : {"month":6,"year":2021,"clinicId":"601cfbcc0762a2413728ddc6"}
2021-07-13 23:26:20 | /errorHandler.js(32) | dw3CPnv5Gmxj0gRaB7O4C9gs6qYKwQ6F | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:26:22 | /errorHandler.js(32) | HBalK1hBFIEKr9O8jQ6X9OODsGVWdgBs | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:26:40 | /errorHandler.js(32) | JqVLvCQWU4Cvb2IayBLtKGnYkRp7hyhV | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:26:42 | /errorHandler.js(32) | K8OpEX6wz33rjwbK9vO6DTJD6xd0EnX2 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:27:00 | /errorHandler.js(32) | 7vAzwe6Xgv59xhTysSlYlPTDUQWF8OQ5 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:27:02 | /errorHandler.js(32) | QMWX4Nwxc5DtRF0pxH0P27otMDFBj3Ih | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:27:20 | /errorHandler.js(32) | UcEoMOIC0lgSJnOy3L2MrMoYKqojclvr | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:27:22 | /errorHandler.js(32) | LoEELqgr07bdZDlxwTMeBAFSHjeSkArM | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:27:40 | /errorHandler.js(32) | 2ixhUyjS0l7OK3GvxoSApUZoWg7SlSIp | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:27:42 | /errorHandler.js(32) | Y14bMZtofUj7ZsE4S8hjUsru2SO2eq89 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:28:00 | /errorHandler.js(32) | S2SJ3DGUO7gVpxrdOPUjcKBU3AEeJCgz | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:28:02 | /errorHandler.js(32) | Qmv4IHw564oyFbZushhqB1EHJP0rSpEX | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:28:20 | /errorHandler.js(32) | Gzku1mmmBReUDQKc0xB0t0pQZT0VPShw | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:28:22 | /errorHandler.js(32) | FcojCHcE4IUC1ZkqBdzx2DmxrmLORdhW | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:28:40 | /errorHandler.js(32) | Y7hg8qLExAzq8LOz72FMTMpNEhK1yKbk | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:28:42 | /errorHandler.js(32) | Aiec521kVvhHQY2Fb58gs7aJam4R7nwn | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:29:00 | /errorHandler.js(32) | cGVDJYbMuObKxrx6LqaETIrfpeJy3Kdv | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:29:02 | /errorHandler.js(32) | pbNXS5YNzrXD2Y6WhWZKKyDKJJQdoTPB | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:29:20 | /errorHandler.js(32) | bNYrRzFCIZrfayTe9QbZN0X1netBNrWl | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:29:22 | /errorHandler.js(32) | dSfjDh2llUh0jlpa2v9Xd2WMZxJ2oc62 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:29:24 | /errorHandler.js(32) | HFPejX1GtYnELNwuqhszi6FMIlvMh564 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getMonthAvailability | POST | Request : {"month":6,"year":2021,"clinicId":"609be7f8f132c1001fb007c4"}
2021-07-13 23:29:40 | /errorHandler.js(32) | YsA7F8pVKAn4u0x3eU0kfAGuqw9Kj7GE | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:29:42 | /errorHandler.js(32) | Mx27p4ZLXp47pMPA7oHSWSFwHrtcFcRA | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:30:00 | /errorHandler.js(32) | cuhtqvySmIgmDP7SakScOY66PjiJnw4e | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:30:02 | /errorHandler.js(32) | jyJ9btVYFuf1D547vsdA7jI5W6F0Goyi | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:30:13 | /errorHandler.js(32) | vT7GjgCadF0QTVSV6Kd3TI0jXJKTJeI3 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/updatePatient | POST | Request : {"date":"2021-07-19","firstName":"Jatinder","lastName":"Purba","ohip":"7367788358RG","mobileNumber":"5164582185","clinicId":"609be7f8f132c1001fb007c4","slot":{"timeSlotStart":"12:30 PM","timeSlotEnd":"1:00 PM"},"screeningResult":"low","dob":"1970-01-18","gender":"Female","email":"gurbanipurba@gmail.com","assessbydoctor":"Pending","callback":"Pending","results":"Pending","address":"10 Martin Byrne Drive","postalcode":"L6P4L1","reasonCode":"Dose 1","referenceOutbreakNumber":"000000000000","location":"Embassy Grand Vaccination","checkout":"Pending","token":"","status":1,"age":51,"bookedDateTime":1626697800000,"updatedAt":"2021-07-13 23:30:13","activityLogs":[{"id":"60ee5a459dc77e001f5dfa3f","createdAt":1626233413753,"date":"2021/07/13, 23:30 PM","name":"Jatinder Purba","log":"APPOINTMENT DATE UPDATE: 2021-07-15 to 2021-07-19"},{"id":"60ee5a459dc77e001f5dfa40","createdAt":1626233413753,"date":"2021/07/13, 23:30 PM","name":"Jatinder Purba","log":"APPOINTMENT TIME UPDATE: 2:00 PM-2:30 PM to 12:30 PM-1:00 PM"}],"clinicEmailId":"clinic@gmail.com","clinicPhoneNumber":"9053667374","clinicAddress":"8800 The Gore Road","clinicCity":"Brampton","bookingId":"60cab13b8b7f87001fab605a","emailMessage":"Your appointment has been rescheduled!\n\nPlease make sure to arrive 5 minutes prior to your scheduled appointment. We have very large volumes, please expect some minor delays.  Bring your OHIP card (Ontario Health Insurance Plan), if you have one. Keep our community safe by wearing a face mask and practice social distancing.\n\nFeeling unwell or have any concerns about your HEALTH?\nBook a FREE virtual appointment with a FAMILY DOCTOR, available in a language of your choice.\nCall 416-463-6487.\n\nOr\n\nDownload the free MDnius app . Please see the link below:\nAndroid: https://goo.gl/0SARXp\niPhone: https://goo.gl/jr0hNh","messageType":"RESCHEDULE_MESSAGE","iphone":"","android":"","emailHeader":""}
2021-07-13 23:30:20 | /errorHandler.js(32) | 1ik4jmcvdteePWpYUE21q276Knyi1wrh | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:30:22 | /errorHandler.js(32) | Dfm54hHDjz5zegSwXovqxfhzQfqBl4s8 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:30:40 | /errorHandler.js(32) | UP6O6Cgypj8h4KLo64s2L6PxuMMA0m62 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:30:42 | /errorHandler.js(32) | T2Hckz2p3yfZBRvNQDHMpwsmkRzrfYuh | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:31:00 | /errorHandler.js(32) | Jhb3rAHTxKb6QqO1I79rSH8VhBOTsFQN | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:31:02 | /errorHandler.js(32) | bizV5xiiNFyFs4ZIaFpQwZNMWvcqnoB1 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:31:20 | /errorHandler.js(32) | SN2TZOT6Ptyw8IVqGBHro8agVlxPtenm | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:31:21 | /errorHandler.js(32) | SN2TZOT6Ptyw8IVqGBHro8agVlxPtenm | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getMonthAvailability | POST | Request : {"month":6,"year":2021,"clinicId":"609be7f8f132c1001fb007c4"}
2021-07-13 23:31:22 | /errorHandler.js(32) | zOG8VbhEUQ4JnIxMyr8eBGT8n7AGHWE0 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:31:30 | /errorHandler.js(32) | Rbis0genzPvMmnoVEnvDvKjrHIxi6HnF | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getMonthAvailability | POST | Request : {"month":6,"year":2021,"clinicId":"609be7f8f132c1001fb007c4"}
2021-07-13 23:31:40 | /errorHandler.js(32) | myEJYrBVxy4exqbovdOZ0cB6iffKFnXk | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 23:31:42 | /errorHandler.js(32) | BLI3iSHMz3iJudYX3cgFo74dpRcLhKcy | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
